"startdate","enddate","Democrats","Republicans","Sample","Poll","knownDate"
1996-06-12,1996-06-13,42,41,"a","Yankelovich Partners!!Time, Cable News Network",1996-06-15
1996-05-31,1996-06-09,50,44,"a","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",1996-06-11
1996-05-31,1996-06-09,44,37,"a","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",1996-06-11
1996-05-31,1996-06-03,45,38,"a","CBS News/New York Times!!",1996-06-05
1996-05-28,1996-05-29,43,42,"a","Gallup Organization!!Cable News Network, USA Today",1996-05-31
1996-05-28,1996-05-29,48,46,"a","Gallup Organization!!Cable News Network, USA Today",1996-05-31
1996-05-20,1996-05-22,50,42,"a","ABC News/Washington Post!!",1996-05-24
1996-05-20,1996-05-22,47,39,"a","ABC News/Washington Post!!",1996-05-24
1996-05-17,1996-05-20,49,42,"rv","American Viewpoint!!",1996-05-22
1996-05-10,1996-05-14,39,36,"rv","Hart and Teeter Research Companies!!NBC News, Wall Street Journal",1996-05-16
1996-05-09,1996-05-12,48,41,"a","Gallup Organization!!Cable News Network, USA Today",1996-05-14
1996-05-09,1996-05-12,51,44,"a","Gallup Organization!!Cable News Network, USA Today",1996-05-14
1996-05-08,1996-05-12,47,32,"rv","Washington Post!!",1996-05-14
1996-05-08,1996-05-12,51,36,"rv","Washington Post!!",1996-05-14
1996-05-08,1996-05-09,37,35,"a","Yankelovich Partners!!Time, Cable News Network",1996-05-11
1996-05-08,1996-05-09,46,39,"a","Yankelovich Partners!!Time, Cable News Network",1996-05-11
1996-04-17,1996-04-21,45,45,"rv","American Viewpoint!!",1996-04-23
1996-04-13,1996-04-16,50,43,"a","Los Angeles Times!!",1996-04-18
1996-04-09,1996-04-10,45,41,"a","Gallup Organization!!Cable News Network, USA Today",1996-04-12
1996-04-09,1996-04-10,50,45,"a","Gallup Organization!!Cable News Network, USA Today",1996-04-12
1996-03-31,1996-04-02,44,39,"a","CBS News/New York Times!!",1996-04-04
1996-03-28,1996-03-31,49,44,"a","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",1996-04-02
1996-03-28,1996-03-31,46,38,"a","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",1996-04-02
1996-03-18,1996-03-20,47,43,"rv","American Viewpoint!!",1996-03-22
1996-03-14,1996-03-17,49,46,"a","ABC News/Washington Post!!",1996-03-19
1996-03-14,1996-03-17,46,44,"a","ABC News/Washington Post!!",1996-03-19
1996-03-08,1996-03-10,51,43,"a","ABC News/Washington Post!!",1996-03-12
1996-03-08,1996-03-10,47,40,"a","ABC News/Washington Post!!",1996-03-12
1996-03-01,1996-03-05,38,36,"a","Hart and Teeter Research Companies!!NBC News, Wall Street Journal",1996-03-07
1996-02-23,1996-02-25,44,43,"a","Gallup Organization!!Cable News Network, USA Today",1996-02-27
1996-02-23,1996-02-25,49,45,"a","Gallup Organization!!Cable News Network, USA Today",1996-02-27
1996-02-22,1996-02-24,42,42,"a","CBS News/New York Times!!",1996-02-26
1996-02-17,1996-02-20,47,42,"rv","American Viewpoint!!",1996-02-22
1996-01-27,1996-01-29,39,39,"rv","The Tarrance Group and Mellman, Lazarus & Lake!!U.S. News & World Report",1996-01-31
1996-01-18,1996-01-21,51,41,"a","ABC News/Washington Post!!",1996-01-23
1996-01-18,1996-01-21,46,38,"a","ABC News/Washington Post!!",1996-01-23
1996-01-18,1996-01-20,45,40,"a","CBS News/New York Times!!",1996-01-22
1996-01-12,1996-01-15,42,43,"a","Gallup Organization!!Cable News Network, USA Today",1996-01-17
1996-01-12,1996-01-15,47,46,"a","Gallup Organization!!Cable News Network, USA Today",1996-01-17
1996-01-11,1996-01-14,47,46,"a","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",1996-01-16
1996-01-11,1996-01-14,42,40,"a","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",1996-01-16
1996-01-10,1996-01-10,44,40,"a","CBS News!!",1996-01-12
1996-01-05,1996-01-07,40,43,"a","Gallup Organization!!Cable News Network, USA Today",1996-01-09
1996-01-05,1996-01-07,44,46,"a","Gallup Organization!!Cable News Network, USA Today",1996-01-09
1996-01-02,1996-01-03,41,43,"a","CBS News!!",1996-01-05
1995-12-15,1995-12-18,46,40,"a","Gallup Organization!!Cable News Network, USA Today",1995-12-20
1995-12-15,1995-12-17,44,35,"a","Wirthlin Group!!",1995-12-19
1995-12-08,1995-12-12,47,38,"a","Associated Press!!",1995-12-14
1995-12-09,1995-12-11,44,41,"a","CBS News/New York Times!!",1995-12-13
1995-12-01,1995-12-05,36,34,"a","Hart and Teeter Research Companies!!NBC News, Wall Street Journal",1995-12-07
1995-11-19,1995-11-19,42,38,"a","CBS News!!",1995-11-21
1995-11-14,1995-11-14,46,41,"a","Gallup Organization!!Cable News Network, USA Today",1995-11-16
1995-11-10,1995-11-13,46,38,"a","ABC News!!",1995-11-15
1995-11-10,1995-11-13,50,41,"a","ABC News!!",1995-11-15
1995-11-06,1995-11-08,45,40,"a","Gallup Organization!!Cable News Network, USA Today",1995-11-10
1995-11-06,1995-11-08,49,44,"a","Gallup Organization!!Cable News Network, USA Today",1995-11-10
1995-10-31,1995-11-06,41,37,"rv","Yankelovich Partners!!Time, Cable News Network",1995-11-08
1995-10-31,1995-11-06,45,41,"rv","Yankelovich Partners!!Time, Cable News Network",1995-11-08
1995-10-27,1995-10-30,44,42,"a","Los Angeles Times!!",1995-11-01
1995-10-27,1995-10-30,42,41,"a","Washington Post!!",1995-11-01
1995-10-22,1995-10-25,43,43,"a","CBS News/New York Times!!",1995-10-27
1995-10-22,1995-10-24,42,43,"a","CBS News/New York Times!!",1995-10-26
1995-09-28,1995-10-01,47,41,"a","ABC News/Washington Post!!",1995-10-03
1995-08-28,1995-08-30,39,41,"a","Gallup Organization!!Cable News Network, USA Today",1995-09-01
1995-08-28,1995-08-30,44,45,"a","Gallup Organization!!Cable News Network, USA Today",1995-09-01
1995-08-17,1995-08-20,43,50,"a","Princeton Survey Research Associates!!Times Mirror",1995-08-22
1995-07-07,1995-07-09,41,43,"a","Gallup Organization!!Cable News Network, USA Today",1995-07-11
1995-07-07,1995-07-09,46,46,"a","Gallup Organization!!Cable News Network, USA Today",1995-07-11
1995-04-02,1995-04-04,34,38,"rv","The Tarrance Group and Mellman, Lazarus & Lake!!",1995-04-06
1995-03-16,1995-04-03,39,39,"a","Peter Y. Harris Research Group!!Feminist Majority Foundation",1995-04-05
1995-03-16,1995-04-03,43,44,"a","Peter Y. Harris Research Group!!Feminist Majority Foundation",1995-04-05
1994-11-02,1994-11-06,43,41,"a","Gallup Organization!!Cable News Network, USA Today",1994-11-08
1994-11-02,1994-11-06,47,44,"a","Gallup Organization!!Cable News Network, USA Today",1994-11-08
1994-11-03,1994-11-06,42,38,"a","ABC News!!",1994-11-08
1994-11-03,1994-11-06,47,42,"a","ABC News!!",1994-11-08
1994-11-03,1994-11-05,43,45,"a","Princeton Survey Research Associates!!Times Mirror",1994-11-07
1994-11-04,1994-11-05,37,40,"rv","Hart and Teeter Research Companies!!NBC News, Wall Street Journal",1994-11-07
1994-11-03,1994-11-03,46,46,"RV","Gallup",1994-11-05
1994-10-29,1994-11-01,41,46,"a","CBS News/New York Times!!",1994-11-03
1994-10-29,1994-11-01,45,49,"a","CBS News/New York Times!!",1994-11-03
1994-10-28,1994-11-01,42,39,"a","Associated Press!!",1994-11-03
1994-10-27,1994-10-31,41,39,"a","ABC News/Washington Post!!",1994-11-02
1994-10-27,1994-10-31,47,45,"a","ABC News/Washington Post!!",1994-11-02
1994-10-27,1994-10-28,44,46,"a","Princeton Survey Research Associates!!Newsweek",1994-10-30
1994-10-25,1994-10-26,41,35,"a","Yankelovich Partners!!Time, Cable News Network",1994-10-28
1994-10-22,1994-10-25,45,41,"a","Gallup Organization!!Cable News Network, USA Today",1994-10-27
1994-10-22,1994-10-25,49,45,"a","Gallup Organization!!Cable News Network, USA Today",1994-10-27
1994-10-24,1994-10-24,39,40,"a","Princeton Survey Research Associates!!Newsweek",1994-10-26
1994-10-24,1994-10-24,45,46,"a","Princeton Survey Research Associates!!Newsweek",1994-10-26
1994-10-20,1994-10-24,44,47,"a","Princeton Survey Research Associates!!Times Mirror",1994-10-26
1994-10-21,1994-10-23,35,39,"rv","The Tarrance Group and Mellman, Lazarus & Lake!!U.S. News & World Report",1994-10-25
1994-10-20,1994-10-23,48,41,"a","ABC News/Washington Post!!",1994-10-25
1994-10-20,1994-10-23,51,45,"a","ABC News/Washington Post!!",1994-10-25
1994-10-18,1994-10-19,46,47,"a","Gallup Organization!!",1994-10-21
1994-10-16,1994-10-18,42,38,"a","CBS News!!",1994-10-20
1994-10-14,1994-10-18,36,41,"a","Hart and Teeter Research Companies!!NBC News, Wall Street Journal",1994-10-20
1994-10-11,1994-10-12,35,41,"a","Yankelovich Partners!!Time, Cable News Network",1994-10-14
1994-10-07,1994-10-11,38,37,"a","Associated Press!!",1994-10-13
1994-10-06,1994-10-09,40,52,"a","Princeton Survey Research Associates!!Times Mirror",1994-10-11
1994-10-07,1994-10-09,44,43,"a","Gallup Organization!!Cable News Network, USA Today",1994-10-11
1994-10-07,1994-10-09,46,48,"a","Gallup Organization!!Cable News Network, USA Today",1994-10-11
1994-10-05,1994-10-09,44,47,"a","ABC News!!",1994-10-11
1994-10-03,1994-10-03,47,47,"RV","Gallup",1994-10-05
1994-09-23,1994-09-25,42,45,"a","Gallup Organization!!Cable News Network, USA Today",1994-09-27
1994-09-23,1994-09-25,45,48,"a","Gallup Organization!!Cable News Network, USA Today",1994-09-27
1994-09-21,1994-09-22,37,42,"a","Yankelovich Partners!!Time, Cable News Network",1994-09-24
1994-09-08,1994-09-11,39,37,"a","CBS News/New York Times!!",1994-09-13
1994-09-08,1994-09-11,48,41,"a","ABC News!!",1994-09-13
1994-09-08,1994-09-11,50,44,"a","ABC News!!",1994-09-13
1994-09-06,1994-09-07,41,44,"a","Gallup Organization!!Cable News Network, USA Today",1994-09-09
1994-09-06,1994-09-07,46,48,"a","Gallup Organization!!Cable News Network, USA Today",1994-09-09
1994-09-03,1994-09-03,45,49,"RV","Gallup",1994-09-05
1994-08-31,1994-09-01,38,40,"a","Yankelovich Partners!!Time, Cable News Network",1994-09-03
1994-09-01,1994-09-01,46,48,"rv","American Viewpoint!!",1994-09-03
1994-08-17,1994-08-18,42,34,"a","Yankelovich Partners!!Time, Cable News Network",1994-08-20
1994-08-17,1994-08-18,29,23,"a","Yankelovich Partners!!Time, Cable News Network",1994-08-20
1994-08-16,1994-08-18,35,36,"rv","The Tarrance Group and Mellman & Lake!!",1994-08-20
1994-08-15,1994-08-16,39,42,"a","Gallup Organization!!Cable News Network, USA Today",1994-08-18
1994-08-15,1994-08-16,44,46,"a","Gallup Organization!!Cable News Network, USA Today",1994-08-18
1994-08-08,1994-08-09,43,40,"a","Gallup Organization!!Cable News Network, USA Today",1994-08-11
1994-08-08,1994-08-09,47,43,"a","Gallup Organization!!Cable News Network, USA Today",1994-08-11
1994-08-05,1994-08-07,45,39,"a","ABC News/Washington Post!!",1994-08-09
1994-08-05,1994-08-07,49,42,"a","ABC News/Washington Post!!",1994-08-09
1994-08-04,1994-08-04,40,39,"a","Yankelovich Partners!!Time, Cable News Network",1994-08-06
1994-08-03,1994-08-03,46,46,"RV","Gallup",1994-08-05
1994-07-23,1994-07-26,44,42,"a","Los Angeles Times!!",1994-07-28
1994-07-23,1994-07-26,35,31,"a","Hart and Teeter Research Companies!!NBC News, Wall Street Journal",1994-07-28
1994-07-12,1994-07-25,47,45,"a","Princeton Survey Research Associates!!Times Mirror",1994-07-27
1994-07-15,1994-07-17,41,43,"a","Gallup Organization!!Cable News Network, USA Today",1994-07-19
1994-07-15,1994-07-17,45,46,"a","Gallup Organization!!Cable News Network, USA Today",1994-07-19
1994-07-03,1994-07-03,44,49,"RV","Gallup",1994-07-05
1994-07-01,1994-07-01,42,44,"rv","American Viewpoint!!",1994-07-03
1994-06-23,1994-06-26,44,39,"a","ABC News/Washington Post!!",1994-06-28
1994-06-10,1994-06-14,35,30,"a","Hart and Teeter Research Companies!!NBC News, Wall Street Journal",1994-06-16
1994-06-11,1994-06-12,47,39,"a","Gallup Organization!!Cable News Network, USA Today",1994-06-14
1994-06-11,1994-06-12,50,42,"a","Gallup Organization!!Cable News Network, USA Today",1994-06-14
1994-06-03,1994-06-03,50,44,"RV","Gallup",1994-06-05
1994-06-02,1994-06-02,40,37,"a","Yankelovich Partners!!Time, Cable News Network",1994-06-04
1994-05-12,1994-05-15,44,39,"a","ABC News/Washington Post!!",1994-05-17
1994-04-01,1994-04-01,45,44,"rv","American Viewpoint!!",1994-04-03
1994-03-25,1994-03-27,50,41,"a","Gallup Organization!!Cable News Network, USA Today",1994-03-29
1994-03-25,1994-03-27,50,34,"a","ABC News/Washington Post!!",1994-03-29
1994-02-26,1994-02-28,42,44,"a","Gallup Organization!!Cable News Network, USA Today",1994-03-02
1994-02-26,1994-02-28,46,47,"a","Gallup Organization!!Cable News Network, USA Today",1994-03-02
1994-02-24,1994-02-27,49,39,"a","ABC News/Washington Post!!",1994-03-01
1994-02-03,1994-02-03,46,47,"RV","Gallup",1994-02-05
1994-01-17,1994-01-18,42,35,"a","Yankelovich Partners!!Time, Cable News Network",1994-01-20
1994-01-17,1994-01-18,29,21,"a","Yankelovich Partners!!Time, Cable News Network",1994-01-20
1994-01-15,1994-01-18,34,29,"a","Hart and Teeter Research Companies!!NBC News, Wall Street Journal",1994-01-20
1993-12-17,1993-12-19,42,42,"a","Gallup Organization!!Cable News Network, USA Today",1993-12-21
1993-12-17,1993-12-19,47,46,"a","Gallup Organization!!Cable News Network, USA Today",1993-12-21
1993-11-30,1993-11-30,27,31,"rv","The Tarrance Group and Mellman, Lazarus & Lake!!U.S. News & World Report",1993-12-02
1993-11-02,1993-11-04,49,44,"a","Gallup Organization!!Cable News Network, USA Today",1993-11-06
1993-10-22,1993-10-26,32,34,"a","Hart and Teeter Research Companies!!NBC News, Wall Street Journal",1993-10-28
1993-09-10,1993-09-13,32,29,"a","Hart and Teeter Research Companies!!NBC News, Wall Street Journal",1993-09-15
1993-07-24,1993-07-27,32,31,"a","Hart and Teeter Research Companies!!NBC News, Wall Street Journal",1993-07-29
1993-06-17,1993-06-21,41,37,"a","Yankelovich Partners!!Time, Cable News Network",1993-06-23
1993-06-15,1993-06-16,34,34,"rv","The Tarrance Group and Mellman, Lazarus & Lake!!U.S. News & World Report",1993-06-18
1993-05-03,1993-05-04,36,35,"rv","The Tarrance Group and Mellman, Lazarus & Lake!!U.S. News & World Report",1993-05-06
1992-10-29,1992-11-01,46,36,"a","CBS News/New York Times!!",1992-11-03
1992-10-31,1992-11-01,48,36,"a","CBS News/New York Times!!",1992-11-03
1992-11-01,1992-11-01,45,35,"rv","Hart and Breglio Research Companies!!NBC News, Wall Street Journal",1992-11-03
1992-10-28,1992-11-01,51,34,"a","ABC News/Washington Post!!",1992-11-03
1992-10-27,1992-10-30,45,35,"a","CBS News/New York Times!!",1992-11-01
1992-10-29,1992-10-30,45,37,"a","CBS News/New York Times!!",1992-11-01
1992-10-27,1992-10-28,47,33,"a","CBS News/New York Times!!",1992-10-30
1992-10-27,1992-10-28,45,34,"rv","Hart and Breglio Research Companies!!NBC News, Wall Street Journal",1992-10-30
1992-10-24,1992-10-26,48,37,"a","Los Angeles Times!!",1992-10-28
1992-10-23,1992-10-25,47,37,"a","Gallup Organization!!Cable News Network, USA Today",1992-10-27
1992-10-23,1992-10-25,51,41,"a","Gallup Organization!!Cable News Network, USA Today",1992-10-27
1992-10-20,1992-10-23,44,36,"a","CBS News/New York Times!!",1992-10-25
1992-10-20,1992-10-22,42,36,"a","Yankelovich Clancy Shulman!!Time, Cable News Network",1992-10-24
1992-10-20,1992-10-21,46,29,"rv","Hart and Breglio Research Companies!!NBC News, Wall Street Journal",1992-10-23
1992-10-02,1992-10-04,44,38,"a","CBS News/New York Times!!",1992-10-06
1992-09-28,1992-09-30,47,36,"a","Gallup Organization!!Cable News Network, USA Today",1992-10-02
1992-09-28,1992-09-30,52,39,"a","Gallup Organization!!Cable News Network, USA Today",1992-10-02
1992-09-22,1992-09-24,41,36,"a","Yankelovich Clancy Shulman!!Time, Cable News Network",1992-09-26
1992-09-11,1992-09-15,45,38,"a","Gallup Organization!!Cable News Network, USA Today",1992-09-17
1992-09-11,1992-09-15,50,42,"a","Gallup Organization!!Cable News Network, USA Today",1992-09-17
1992-09-12,1992-09-15,43,32,"rv","Hart and Breglio Research Companies!!NBC News, Wall Street Journal",1992-09-17
1992-09-09,1992-09-13,45,35,"a","CBS News/New York Times!!",1992-09-15
1992-08-31,1992-09-02,45,37,"a","Gallup Organization!!Cable News Network, USA Today",1992-09-04
1992-08-31,1992-09-02,51,41,"a","Gallup Organization!!Cable News Network, USA Today",1992-09-04
1992-08-25,1992-08-27,39,37,"a","Yankelovich Clancy Shulman!!Time, Cable News Network",1992-08-29
1992-08-23,1992-08-24,44,33,"a","CBS News/New York Times!!",1992-08-26
1992-08-21,1992-08-23,45,41,"a","Gallup Organization!!Cable News Network, USA Today",1992-08-25
1992-08-21,1992-08-23,50,45,"a","Gallup Organization!!Cable News Network, USA Today",1992-08-25
1992-08-20,1992-08-20,43,37,"a","CBS News/New York Times!!",1992-08-22
1992-08-18,1992-08-19,45,35,"a","CBS News!!",1992-08-21
1992-08-11,1992-08-14,45,35,"a","CBS News/New York Times!!",1992-08-16
1992-08-10,1992-08-12,43,29,"rv","Hart and Breglio Research Companies!!NBC News, Wall Street Journal",1992-08-14
1992-07-31,1992-08-02,52,31,"a","Gallup Organization!!",1992-08-04
1992-07-31,1992-08-02,56,36,"a","Gallup Organization!!",1992-08-04
1992-07-24,1992-07-26,50,39,"a","Gallup Organization!!",1992-07-28
1992-07-05,1992-07-07,35,31,"rv","Hart and Breglio Research Companies!!NBC News, Wall Street Journal",1992-07-09
1992-05-15,1992-05-19,36,29,"a","Hart and Breglio Research Companies!!NBC News, Wall Street Journal",1992-05-21
1992-04-20,1992-04-22,47,44,"a","Gallup Organization!!Cable News Network, USA Today",1992-04-24
1992-04-11,1992-04-14,36,32,"rv","Hart and Breglio Research Companies!!NBC News, Wall Street Journal",1992-04-16
1992-02-28,1992-03-02,38,30,"rv","Hart and Breglio Research Companies!!NBC News, Wall Street Journal",1992-03-04
1992-01-29,1992-01-30,24,15,"a","Public Opinion Strategies!!",1992-02-01
1992-01-17,1992-01-21,38,29,"rv","Hart and Breglio Research Companies!!NBC News, Wall Street Journal",1992-01-23
1990-11-03,1990-11-03,50,43,"RV","Gallup",1990-11-05
1990-10-03,1990-10-03,49,42,"RV","Gallup",1990-10-05
1990-09-03,1990-09-03,50,43,"RV","Gallup",1990-09-05
1990-08-03,1990-08-03,48,46,"RV","Gallup",1990-08-05
1990-04-03,1990-04-03,47,42,"RV","Gallup",1990-04-05
1990-03-03,1990-03-03,49,45,"RV","Gallup",1990-03-05
1986-10-03,1986-10-03,52,40,"RV","Gallup",1986-10-05
1986-09-03,1986-09-03,46,45,"RV","Gallup",1986-09-05
1986-07-03,1986-07-03,53,40,"RV","Gallup",1986-07-05
1986-06-03,1986-06-03,45,45,"RV","Gallup",1986-06-05
1986-04-03,1986-04-03,50,40,"RV","Gallup",1986-04-05
1982-10-03,1982-10-03,54,36,"RV","Gallup",1982-10-05
1982-08-03,1982-08-03,54,37,"RV","Gallup",1982-08-05
1982-07-03,1982-07-03,53,35,"RV","Gallup",1982-07-05
1982-06-03,1982-06-03,53,39,"RV","Gallup",1982-06-05
1982-05-03,1982-05-03,54,38,"RV","Gallup",1982-05-05
1982-04-03,1982-04-03,53,37,"RV","Gallup",1982-04-05
1982-02-03,1982-02-03,51,31,"RV","Gallup",1982-02-05
1982-01-03,1982-01-03,49,38,"RV","Gallup",1982-01-05
1978-09-03,1978-09-03,51,29,"RV","Gallup",1978-09-05
1978-08-03,1978-08-03,55,33,"RV","Gallup",1978-08-05
1978-07-03,1978-07-03,52,28,"RV","Gallup",1978-07-05
1978-06-03,1978-06-03,54,35,"RV","Gallup",1978-06-05
1978-05-03,1978-05-03,53,29,"RV","Gallup",1978-05-05
1978-04-03,1978-04-03,53,31,"RV","Gallup",1978-04-05
1978-02-03,1978-02-03,56,31,"RV","Gallup",1978-02-05
1978-01-03,1978-01-03,54,29,"RV","Gallup",1978-01-05
1974-10-03,1974-10-03,56,30,"RV","Gallup",1974-10-05
1974-09-03,1974-09-03,52,25,"RV","Gallup",1974-09-05
1974-08-03,1974-08-03,52,24,"RV","Gallup",1974-08-05
